45020.0,-0.57,1.0,-1.86,-0.92,0.42,-0.46,0.42,5.0,-1.43,1.0,0
45021.0,-0.95,-1.0,-0.6,-0.72,0.55,-0.33,0.66,2.0,3.99,-2.0,1
45022.0,-0.46,5.0,-2.09,-1.68,0.62,-0.63,1.82,5.0,2.53,-2.0,0
45023.0,-0.84,-3.0,1.39,-0.86,0.23,-0.15,1.56,5.0,-0.13,0.0,0
45024.0,-0.7,5.0,-0.36,-1.1,0.18,0.41,0.92,1.0,-1.81,0.0,1
45025.0,-0.66,1.0,-0.22,-1.14,0.71,0.18,1.6,5.0,3.75,1.0,1
45026.0,-0.07,-1.0,-0.73,-1.12,0.84,-0.94,1.44,3.0,2.4,1.0,1
45027.0,-0.81,1.0,-0.57,-1.54,0.42,0.71,1.86,5.0,0.48,-1.0,0
45028.0,-0.11,-1.0,-0.39,-1.12,0.7,0.27,1.16,5.0,0.31,-1.0,1
45029.0,-0.01,5.0,-0.17,-1.0,0.82,-0.7,0.04,4.0,3.1,0.0,0
45030.0,-0.93,3.0,-0.74,-1.52,0.38,-0.05,1.9,2.0,2.6,0.0,0
45031.0,-0.03,5.0,-0.03,-1.5,0.48,0.27,0.14,5.0,-1.7,1.0,1
45032.0,-0.33,-3.0,-0.6,-0.06,0.81,0.56,1.68,5.0,4.28,0.0,0
45033.0,-0.12,5.0,0.53,-1.62,0.0,-0.45,0.62,3.0,0.91,0.0,1
45034.0,-0.03,5.0,-0.87,-0.94,0.24,-0.27,1.52,4.0,2.76,-1.0,0
45035.0,-0.68,3.0,-1.25,-0.72,0.63,0.94,1.78,5.0,1.96,0.0,0
45036.0,-0.26,5.0,-0.66,-1.42,0.58,-0.83,1.96,2.0,3.78,-2.0,0
45037.0,-0.51,3.0,1.88,-1.38,0.67,-0.54,0.9,3.0,2.65,1.0,1
45038.0,-0.88,5.0,-0.07,-1.6,0.09,-0.43,1.18,2.0,-1.36,0.0,1
45039.0,-0.76,3.0,0.18,-1.0,0.65,-0.89,0.54,5.0,3.36,1.0,1
45040.0,-0.74,-1.0,-0.59,-1.02,0.33,0.27,0.06,2.0,2.5,1.0,0
45041.0,-0.9,1.0,-0.34,-1.98,0.57,-0.53,1.92,5.0,3.33,-2.0,1
45042.0,-0.21,-3.0,0.07,-1.58,0.74,-0.09,0.86,1.0,-2.1,1.0,1
45043.0,-0.51,1.0,-0.52,-0.66,0.59,-0.52,0.08,1.0,1.34,0.0,0
45044.0,-0.1,3.0,1.44,-0.76,0.43,-0.36,0.46,3.0,1.77,1.0,1
45045.0,-0.99,-1.0,-0.74,-1.96,0.89,0.93,0.1,4.0,-1.03,1.0,1
45046.0,-0.36,5.0,1.25,0.0,0.75,-0.15,0.06,1.0,1.56,-2.0,0
45047.0,-0.58,3.0,0.14,-1.74,0.74,-0.89,1.14,5.0,2.26,-2.0,1
45048.0,-0.6,-1.0,0.6,-1.0,0.77,-0.08,1.36,5.0,-0.15,-2.0,1
45049.0,-0.56,1.0,-1.52,-1.16,0.54,-0.25,0.34,5.0,3.27,1.0,1
45050.0,-0.34,-3.0,0.61,-1.6,0.56,-0.3,1.68,2.0,3.7,-2.0,0
45051.0,-0.08,1.0,-1.64,-0.46,0.46,-0.83,1.06,5.0,2.54,0.0,0
45052.0,-0.5,3.0,-0.1,-1.92,0.08,-0.83,0.88,1.0,-3.01,1.0,1
45053.0,-0.62,-1.0,-1.11,-0.42,0.87,-0.15,1.26,2.0,1.01,-1.0,0
45054.0,-0.85,-1.0,-0.1,-0.22,0.28,0.08,1.34,2.0,5.36,1.0,0
45055.0,-0.26,3.0,1.37,-0.18,0.99,-0.79,0.86,1.0,-3.85,0.0,0
45056.0,-0.88,-1.0,-1.69,-0.44,0.38,-0.54,0.48,1.0,1.53,-2.0,0
45057.0,-0.93,5.0,2.08,-1.1,0.31,-0.47,1.16,1.0,1.14,0.0,1
45058.0,-0.94,-1.0,0.12,-1.74,0.68,-0.95,0.84,4.0,-0.51,0.0,1
45059.0,-0.29,-3.0,0.04,-1.02,0.04,0.0,0.18,1.0,-0.89,0.0,1
45060.0,-0.61,3.0,-0.65,-0.2,0.31,-0.76,1.96,1.0,1.08,0.0,0
45061.0,-0.74,5.0,0.13,-0.54,0.21,0.66,0.62,2.0,3.69,0.0,0
45062.0,-0.82,5.0,0.22,-1.74,0.22,-0.3,1.06,2.0,2.06,0.0,1
45063.0,-0.24,5.0,-0.63,-0.16,0.47,-0.2,1.1,3.0,3.13,-2.0,0
45064.0,-0.05,5.0,-1.26,-1.78,0.14,0.36,0.7,4.0,-0.29,1.0,1
45065.0,-0.3,5.0,1.77,-1.38,0.11,0.95,1.7,1.0,3.16,0.0,0
45066.0,-0.77,1.0,1.5,-0.6,0.38,0.13,0.64,1.0,-0.96,1.0,0
45067.0,-0.67,3.0,0.91,-1.36,0.0,0.06,0.56,3.0,1.19,-2.0,1
45068.0,-0.19,1.0,-1.19,-1.42,0.79,-0.56,0.04,2.0,0.31,-2.0,1
45069.0,-0.7,5.0,1.76,-0.02,0.8,-0.99,1.52,5.0,3.45,-1.0,0
45070.0,-0.17,1.0,-0.34,-0.06,0.46,0.45,1.48,2.0,0.27,-1.0,0
45071.0,-0.51,-3.0,1.92,-1.38,0.16,-0.18,0.02,3.0,-0.38,-1.0,1
45072.0,-0.71,-3.0,-0.51,-1.84,0.43,0.13,0.54,1.0,0.92,-1.0,1
45073.0,-0.2,5.0,1.24,-1.86,0.38,0.59,0.78,2.0,1.33,1.0,1
45074.0,-0.25,1.0,0.42,-0.18,0.84,0.07,0.8,3.0,0.98,-2.0,0
45075.0,-0.09,-1.0,0.95,-1.94,0.05,-0.09,2.0,5.0,1.38,1.0,1
45076.0,-0.71,1.0,-0.37,-0.44,0.56,0.88,1.34,1.0,5.29,-2.0,0
45077.0,-0.78,5.0,0.11,-0.46,0.68,-0.49,1.38,4.0,2.07,1.0,0
45078.0,-0.64,1.0,0.43,-1.02,0.12,0.83,1.8,3.0,-0.51,-1.0,0
45079.0,-0.98,5.0,0.46,-0.82,0.65,0.23,0.54,4.0,-0.32,-1.0,0
45080.0,-0.84,1.0,-0.32,-0.92,0.73,-0.44,1.78,2.0,3.24,-2.0,0
45081.0,-0.22,-1.0,2.21,-0.18,0.86,0.13,0.86,5.0,5.19,0.0,0
45082.0,-0.13,-3.0,-2.67,-1.82,0.6,0.64,0.7,2.0,2.46,-2.0,1
45083.0,-0.22,3.0,0.46,-1.22,0.32,-0.31,0.34,2.0,2.54,-1.0,1
45084.0,-0.48,5.0,-0.71,-0.54,0.22,0.17,0.04,1.0,-0.61,1.0,0
45085.0,-0.08,-3.0,1.59,-0.76,0.27,-0.76,1.64,3.0,0.87,0.0,0
45086.0,0.0,3.0,-0.07,-1.5,0.18,-0.05,0.34,4.0,3.33,-2.0,1
45087.0,-0.11,3.0,-0.85,-1.2,0.3,0.52,0.52,5.0,3.03,1.0,1
45088.0,-0.68,3.0,-0.45,-0.52,0.65,-0.33,0.4,5.0,4.38,1.0,0
45089.0,-0.75,1.0,1.39,-1.12,0.8,-0.94,1.14,1.0,-0.13,-1.0,1
45090.0,-0.27,5.0,-0.55,-1.36,0.12,-0.23,1.4,1.0,-0.78,1.0,0
45091.0,-0.94,-3.0,1.43,-1.0,0.84,0.44,1.98,2.0,0.25,0.0,0
45092.0,-0.19,5.0,-0.97,-0.82,0.92,-0.39,0.52,2.0,1.69,0.0,1
45093.0,-0.14,1.0,-0.67,-0.5,0.47,0.28,1.78,3.0,-0.6,-2.0,0
45094.0,-0.5,1.0,0.31,-1.6,0.06,-0.57,0.92,4.0,1.93,0.0,1
45095.0,-0.93,3.0,-0.23,-0.46,0.02,0.88,0.32,4.0,0.57,1.0,0
45096.0,-0.83,-1.0,-1.66,-1.98,0.9,-0.61,1.84,4.0,0.79,1.0,1
45097.0,-0.38,-3.0,-0.55,-0.82,0.55,-0.58,1.94,3.0,0.72,1.0,0
45098.0,-0.59,-3.0,-0.48,-0.08,0.1,0.04,0.78,1.0,-1.13,1.0,0
45099.0,-0.05,1.0,0.29,-1.06,0.75,-0.14,0.9,1.0,2.03,0.0,1
45100.0,-0.86,5.0,-0.87,-0.06,0.79,-0.07,0.82,4.0,-2.2,0.0,0
45101.0,0.0,3.0,-0.3,-0.42,0.26,-0.69,1.9,1.0,0.16,0.0,0
45102.0,-0.49,-3.0,-1.43,-1.06,0.22,0.1,1.2,4.0,3.12,-2.0,1
45103.0,-0.17,5.0,0.9,-0.18,0.25,0.71,0.24,1.0,-2.47,1.0,0
45104.0,-0.25,5.0,-0.41,-0.96,0.16,-0.11,0.3,3.0,4.61,-2.0,1
45105.0,-0.16,-3.0,-0.23,-0.7,0.75,-0.17,1.66,5.0,-2.56,0.0,0
45106.0,-0.26,5.0,-0.1,-1.02,0.93,0.09,0.82,2.0,4.5,-2.0,1
45107.0,-0.9,1.0,-0.15,-1.54,0.24,-0.03,1.86,3.0,0.76,-1.0,0
45108.0,-0.89,5.0,0.07,-0.94,0.82,-0.48,1.92,4.0,1.11,0.0,0
45109.0,-0.43,3.0,0.06,-1.3,0.22,-0.11,1.92,3.0,1.95,-1.0,0
45110.0,-0.74,-1.0,-0.59,-1.28,0.33,0.97,0.82,1.0,-1.52,-1.0,1
45111.0,-0.32,1.0,0.08,-0.94,1.0,-0.72,1.52,2.0,1.55,1.0,0
45112.0,-0.68,1.0,-1.27,-0.7,0.0,-0.31,1.64,2.0,-4.18,1.0,0
45113.0,-0.55,5.0,0.15,-1.24,0.8,-0.07,0.78,3.0,-1.2,1.0,1
45114.0,-0.06,-1.0,-1.01,-1.62,0.86,0.06,0.64,2.0,1.17,0.0,1
45115.0,-0.56,3.0,-0.68,-0.02,0.14,0.9,0.4,2.0,-0.18,-2.0,0
45116.0,-0.99,-1.0,-0.9,-1.44,0.81,-0.51,0.92,1.0,-0.88,-2.0,1
45117.0,-0.13,1.0,0.59,-1.6,0.59,0.59,1.02,3.0,-0.41,-1.0,1
45118.0,-0.15,-3.0,0.83,-1.68,0.78,0.9,0.38,1.0,0.58,0.0,1
45119.0,-0.54,5.0,-0.62,-1.9,0.27,-0.38,0.76,3.0,3.83,0.0,1
45120.0,-0.95,5.0,0.74,-1.04,0.12,0.39,0.54,4.0,0.9,-1.0,1
45121.0,-0.64,-1.0,-0.49,-0.08,0.76,0.02,1.8,3.0,0.48,-2.0,0
45122.0,-0.46,5.0,0.55,-1.16,0.72,-0.33,0.04,4.0,3.87,1.0,1
45123.0,-0.88,1.0,-1.13,-0.36,0.65,-0.31,1.42,3.0,1.8,1.0,0
45124.0,-0.19,-3.0,1.09,-0.98,0.19,0.86,0.38,4.0,0.63,1.0,1
45125.0,0.0,1.0,0.09,-0.64,0.72,-0.13,1.24,1.0,-0.56,1.0,0
45126.0,-0.42,-3.0,0.34,-0.22,0.64,0.67,0.38,4.0,-0.45,-1.0,0
45127.0,-0.14,3.0,1.89,-0.62,0.78,-0.69,0.64,3.0,-1.86,-1.0,0
45128.0,-0.74,1.0,0.61,-1.84,0.84,0.7,1.88,5.0,2.47,0.0,1
45129.0,-0.88,-1.0,0.68,-0.06,0.99,-0.82,0.12,3.0,0.28,1.0,0
45130.0,-0.74,1.0,-1.02,-0.76,0.29,0.07,1.64,5.0,2.38,0.0,0
45131.0,-0.47,3.0,-0.47,-0.76,0.97,-0.01,0.26,2.0,-0.04,-2.0,0
45132.0,-0.54,-1.0,-0.43,-0.78,0.11,-0.43,1.82,3.0,1.95,0.0,0
45133.0,-0.4,-3.0,-0.89,-1.64,0.15,-0.85,0.9,1.0,2.05,-1.0,1
45134.0,-0.91,-1.0,0.05,-1.9,0.1,-0.6,1.64,4.0,-0.64,1.0,1
45135.0,-0.42,-3.0,2.98,-1.62,0.65,-0.06,0.84,4.0,2.41,-2.0,1
45136.0,-0.55,-3.0,-2.45,-1.72,0.14,0.02,0.5,4.0,-0.29,-2.0,1
45137.0,-0.54,-1.0,0.47,-0.32,0.43,-0.38,1.44,4.0,-0.73,1.0,0
45138.0,-0.85,1.0,1.68,-1.38,0.5,0.73,0.9,4.0,-4.19,-2.0,1
45139.0,-0.13,-3.0,-1.67,-1.14,0.82,0.14,0.12,2.0,0.57,0.0,1
45140.0,-0.83,-3.0,1.7,-0.6,0.3,-0.91,1.24,3.0,-2.38,-1.0,0
45141.0,-0.61,5.0,0.93,-1.88,0.15,0.81,0.28,3.0,3.87,0.0,1
45142.0,-0.27,3.0,-0.53,-1.34,0.48,-0.66,1.02,5.0,-0.48,0.0,0
45143.0,-0.21,3.0,-0.84,-0.82,0.91,-0.4,0.42,1.0,2.34,-1.0,0
45144.0,-0.28,3.0,-2.25,-0.26,0.22,0.33,0.28,1.0,2.32,1.0,0
45145.0,-0.53,1.0,0.6,-1.18,0.0,0.22,1.26,1.0,1.3,1.0,1
45146.0,-0.3,-3.0,-0.25,-1.48,0.58,-0.63,0.08,3.0,1.11,1.0,1
45147.0,-0.38,3.0,-0.31,-1.58,0.91,-0.8,1.3,1.0,1.92,1.0,1
45148.0,-0.81,-1.0,0.82,-0.9,0.62,-0.38,1.14,5.0,3.86,-1.0,0
45149.0,-0.9,-1.0,-1.16,-1.92,0.95,0.63,1.06,4.0,-4.13,0.0,1
45150.0,-0.1,-1.0,-0.17,-0.7,0.82,-0.14,1.18,1.0,-0.8,0.0,0
45151.0,-0.97,3.0,0.12,-0.22,0.14,-0.23,0.58,4.0,2.52,0.0,0
45152.0,-0.08,-1.0,-2.32,-1.08,0.34,0.06,0.88,4.0,-0.8,0.0,1
45153.0,-0.05,3.0,-0.74,-1.74,0.2,-0.4,1.14,3.0,0.26,1.0,1
45154.0,-0.08,-1.0,-2.16,-0.62,0.5,-0.26,0.32,1.0,-0.35,0.0,0
45155.0,-0.86,1.0,-0.23,-1.3,0.17,-0.13,0.96,3.0,-0.47,-1.0,1
45156.0,-0.79,5.0,-0.3,-1.96,0.72,-0.44,0.86,3.0,-2.81,1.0,1
45157.0,-0.91,-3.0,0.26,-0.52,0.32,0.73,0.58,2.0,2.73,-1.0,0
45158.0,-0.95,-1.0,-1.02,-0.26,0.07,-0.49,0.74,4.0,2.96,-1.0,0
45159.0,-0.02,-3.0,-1.26,-0.78,0.98,0.06,0.22,1.0,3.39,1.0,0
45160.0,-0.8,3.0,-0.86,-1.02,0.88,0.11,1.4,4.0,-0.1,-2.0,0
45161.0,-0.24,1.0,-0.99,-0.06,0.79,-0.19,1.08,5.0,2.2,-2.0,0
45162.0,-0.26,-3.0,0.99,-1.3,0.26,0.06,1.52,1.0,3.72,-2.0,1
45163.0,-0.54,5.0,-0.24,-1.84,0.34,0.0,1.64,1.0,2.58,-2.0,1
45164.0,-0.21,5.0,0.74,-0.08,0.75,0.24,0.5,5.0,2.38,-1.0,0
45165.0,-0.44,-3.0,0.35,-1.36,0.45,-0.68,0.32,3.0,-1.04,0.0,1
45166.0,-0.44,5.0,-0.43,-1.66,0.46,-0.25,1.92,3.0,0.04,-2.0,0
45167.0,-0.5,5.0,-0.61,-1.8,0.13,0.26,0.52,1.0,0.07,-2.0,1
45168.0,-0.17,-1.0,1.86,-0.76,0.8,-0.05,1.76,5.0,0.51,0.0,0
45169.0,-0.38,3.0,-0.17,-0.08,0.4,0.5,1.34,2.0,-2.42,-1.0,0
45170.0,-0.67,3.0,2.05,-1.46,0.41,-0.71,1.36,1.0,1.83,-2.0,1
45171.0,-0.52,3.0,-1.38,-1.72,0.08,-0.91,1.72,2.0,4.95,-1.0,1
45172.0,-0.76,-1.0,1.39,-0.7,0.61,0.94,0.04,4.0,2.42,-2.0,0
45173.0,-0.32,3.0,-1.72,-1.94,0.4,-0.56,1.5,5.0,-1.04,0.0,1
45174.0,-0.41,3.0,0.07,-1.6,0.71,0.95,0.42,4.0,3.23,-2.0,1
45175.0,-0.77,3.0,-0.4,-0.38,0.88,0.27,1.32,5.0,-0.32,-2.0,0
45176.0,-0.68,5.0,1.67,-1.24,0.8,-0.83,1.42,5.0,3.35,1.0,1
45177.0,-0.78,3.0,1.14,-0.52,0.39,-0.62,1.96,1.0,-2.0,0.0,0
45178.0,-0.09,-3.0,0.73,-1.36,0.51,0.56,0.66,1.0,3.72,-1.0,1
45179.0,-0.06,1.0,0.58,-1.36,0.66,-0.6,0.4,1.0,-3.37,-1.0,1
45180.0,-0.94,-3.0,1.2,-0.34,0.29,-0.44,0.86,1.0,2.15,0.0,0
45181.0,-0.53,3.0,-0.6,-2.0,0.14,0.75,0.38,1.0,-0.29,0.0,1
45182.0,-0.84,3.0,0.75,-0.12,0.79,0.45,1.32,5.0,2.38,0.0,0
45183.0,-0.52,5.0,1.45,-1.82,0.21,-0.68,1.12,1.0,3.52,0.0,1
45184.0,-0.77,-3.0,0.55,-1.3,0.06,-0.28,0.24,1.0,1.36,-1.0,1
45185.0,-0.88,1.0,-0.47,-1.28,0.28,0.28,1.7,2.0,-1.08,0.0,1
45186.0,-0.34,3.0,-0.79,-0.18,0.6,0.08,1.4,4.0,4.02,-1.0,0
45187.0,-0.32,-3.0,-0.11,-1.28,0.08,-0.67,0.52,4.0,0.04,-2.0,1
45188.0,-0.02,3.0,0.81,-0.7,0.42,-0.85,0.66,1.0,-1.41,-2.0,0
45189.0,-0.47,-3.0,-0.4,-0.12,0.54,0.88,0.98,5.0,-0.29,-1.0,0
45190.0,-0.94,-3.0,0.7,-0.32,0.39,-0.64,0.72,4.0,3.76,1.0,0
45191.0,-0.45,3.0,-1.93,-0.22,0.78,-0.99,1.14,5.0,4.34,-1.0,0
45192.0,-0.12,-1.0,1.24,-0.2,0.74,0.19,1.48,2.0,1.35,0.0,0
45193.0,-0.67,5.0,-0.09,-0.9,0.77,0.1,1.56,1.0,1.86,0.0,0
45194.0,-0.39,5.0,-1.37,-0.54,0.88,-0.74,1.66,2.0,1.87,1.0,0
45195.0,-0.1,-3.0,2.15,-0.22,0.69,-0.48,0.08,2.0,1.25,-2.0,0
45196.0,-0.3,-3.0,-0.66,-1.4,0.93,-0.86,0.34,1.0,-1.07,-2.0,1
45197.0,-0.49,3.0,-1.87,-1.5,0.59,-0.98,1.98,3.0,3.5,-2.0,0
45198.0,-0.54,-3.0,-0.68,-1.42,0.87,-0.01,1.36,5.0,-0.61,-2.0,1
45199.0,-0.8,5.0,1.48,-0.74,0.08,-0.88,1.4,2.0,3.85,-1.0,0
45200.0,-0.35,5.0,0.76,-0.84,0.15,-0.74,1.28,2.0,-1.56,-2.0,1
45201.0,-0.06,3.0,-0.5,-1.2,0.19,-0.82,0.84,1.0,2.26,-2.0,1
45202.0,-0.45,-1.0,-0.45,-1.94,0.75,-0.93,0.32,3.0,-0.68,-1.0,1
45203.0,-0.5,3.0,-2.51,-1.36,0.22,-0.27,1.38,2.0,0.94,-2.0,0
45204.0,-0.28,5.0,-0.66,-1.18,0.54,-0.31,0.16,1.0,0.82,0.0,1
45205.0,-0.98,3.0,-0.07,-0.36,0.6,-0.9,0.08,4.0,3.05,-2.0,0
45206.0,-0.96,3.0,0.83,-0.5,0.99,0.61,0.4,3.0,-1.2,-1.0,0
45207.0,-0.88,3.0,1.02,-0.1,0.61,0.44,1.78,5.0,1.1,-1.0,0
45208.0,-0.55,-3.0,0.43,-1.5,0.99,-0.13,0.44,4.0,2.73,0.0,1
45209.0,-0.56,3.0,-1.28,-0.32,0.33,-0.15,1.42,2.0,2.41,-2.0,0
45210.0,-0.47,3.0,1.51,-0.62,0.92,-0.34,0.92,2.0,5.16,1.0,0
45211.0,-0.34,-3.0,1.22,-1.4,0.74,-0.14,0.46,1.0,3.61,0.0,1
45212.0,-0.32,3.0,0.55,-0.36,0.22,0.7,1.86,4.0,2.59,1.0,0
45213.0,-0.36,1.0,0.8,-0.98,0.16,0.33,1.26,5.0,-1.46,0.0,1
45214.0,-0.61,-3.0,-0.1,-1.06,0.85,-0.48,1.58,2.0,1.89,-1.0,0
45215.0,-0.94,1.0,2.28,-1.06,0.34,0.35,0.68,4.0,3.07,1.0,1
45216.0,-0.16,3.0,-0.63,-0.52,0.85,0.26,0.66,1.0,3.37,0.0,0
45217.0,-0.4,-3.0,-1.45,-1.2,0.36,0.76,0.68,3.0,-1.09,0.0,1
45218.0,-0.67,1.0,-0.15,-1.96,0.76,-0.21,1.08,5.0,1.75,0.0,1
45219.0,-0.27,1.0,0.82,-0.78,0.43,-0.64,0.08,2.0,1.94,-1.0,0
45220.0,-0.67,1.0,0.08,-0.8,0.89,0.04,0.44,2.0,1.67,-2.0,0
45221.0,-0.13,-3.0,-0.88,-0.44,0.43,-0.33,0.4,5.0,-0.22,0.0,0
45222.0,-0.19,1.0,-0.75,-1.0,0.02,0.85,1.36,1.0,3.03,0.0,0
45223.0,-0.14,-3.0,1.54,-0.5,0.59,-0.48,1.68,1.0,0.54,-1.0,0
45224.0,-0.71,3.0,-0.2,-1.66,0.13,0.8,0.42,1.0,-0.67,1.0,1
45225.0,-0.65,5.0,0.21,-1.0,0.27,0.84,1.82,4.0,1.36,-1.0,0
45226.0,-0.38,-1.0,-1.3,-1.68,0.74,0.86,0.36,2.0,-0.6,-2.0,1
45227.0,-0.27,1.0,0.52,-0.2,0.29,0.06,1.9,1.0,-0.16,0.0,0
45228.0,-0.85,-1.0,0.26,-1.1,0.38,0.73,1.72,4.0,-3.75,-1.0,0
45229.0,-0.92,-3.0,-0.31,-1.52,0.12,0.67,0.32,2.0,2.11,-1.0,1
45230.0,-0.44,5.0,1.01,-1.38,0.59,0.42,0.2,1.0,2.7,-1.0,1
45231.0,-0.96,3.0,0.04,-0.92,0.66,0.62,1.48,2.0,1.46,-1.0,0
45232.0,-0.63,1.0,-0.14,-1.18,0.51,-0.56,0.48,2.0,-2.78,1.0,1
45233.0,-0.43,1.0,1.55,-0.12,0.33,-0.73,0.76,1.0,-0.81,0.0,0
45234.0,-0.72,1.0,0.3,-1.64,0.41,0.95,1.88,2.0,1.19,-1.0,0
45235.0,-0.24,-1.0,-0.44,-1.66,0.91,0.52,0.82,3.0,-0.44,-1.0,1
45236.0,-0.83,-3.0,0.76,-1.02,0.81,0.88,0.04,4.0,0.44,0.0,1
45237.0,-0.57,1.0,-0.4,-1.26,0.51,-0.37,0.8,2.0,0.85,0.0,1
45238.0,-0.84,1.0,-0.19,-0.76,0.61,0.8,1.56,3.0,2.91,-2.0,0
45239.0,-0.34,1.0,-0.3,-0.42,0.21,0.65,1.1,4.0,0.11,-1.0,0
45240.0,-0.66,-3.0,0.74,-1.56,0.86,-0.39,1.58,1.0,0.23,1.0,1
45241.0,-0.56,3.0,2.1,-1.18,0.66,0.45,0.58,5.0,4.18,0.0,1
45242.0,-0.92,5.0,0.08,-0.92,0.59,-0.88,0.88,5.0,0.79,-2.0,0
45243.0,-0.14,-1.0,1.59,-1.0,0.32,0.97,0.38,2.0,-1.93,-2.0,1
45244.0,-0.7,-3.0,0.12,-1.2,0.42,-0.95,1.56,1.0,1.43,0.0,0
45245.0,-0.95,-1.0,0.43,-1.64,0.01,-0.93,1.72,2.0,-1.54,0.0,0
45246.0,-0.98,-1.0,-0.46,-0.14,0.9,-0.26,0.4,2.0,2.88,-1.0,0
45247.0,-0.62,3.0,-1.96,-1.7,0.95,-0.58,0.74,4.0,3.46,0.0,1
45248.0,-0.78,1.0,-1.24,-2.0,0.37,-0.29,1.06,3.0,-0.44,1.0,1
45249.0,-0.5,5.0,0.69,-1.84,0.72,-0.58,1.38,2.0,3.06,-1.0,1
45250.0,-0.93,-1.0,-0.14,-1.12,0.6,-0.72,1.26,3.0,0.8,-1.0,0
45251.0,-0.12,3.0,0.27,-0.48,0.73,0.1,0.34,1.0,0.95,-2.0,0
45252.0,-0.49,-3.0,-1.36,-1.28,0.3,-0.88,1.96,3.0,-1.94,1.0,0
45253.0,-0.81,1.0,-1.07,-1.16,0.66,0.08,0.5,1.0,0.53,1.0,1
45254.0,-0.17,5.0,0.02,-1.64,0.73,0.06,1.68,5.0,-0.74,-1.0,1
45255.0,-0.17,3.0,0.11,-0.02,0.48,0.96,0.2,1.0,1.31,1.0,0
45256.0,-0.46,5.0,-0.47,-0.32,1.0,0.88,1.98,4.0,1.02,0.0,0
45257.0,-0.2,5.0,0.65,-0.34,0.6,-0.51,1.04,5.0,-0.63,-2.0,0
45258.0,-0.3,1.0,-0.51,-1.02,0.01,-0.24,0.98,2.0,2.18,-2.0,1
45259.0,-0.01,1.0,0.34,-1.66,0.2,0.19,0.24,1.0,0.61,0.0,1
45260.0,-0.35,5.0,0.79,-0.46,0.25,0.92,1.54,3.0,1.49,-1.0,0
45261.0,-0.67,5.0,1.38,-1.26,0.6,-0.94,1.7,2.0,1.57,1.0,1
45262.0,-0.45,-1.0,0.33,-1.38,0.17,-0.91,0.98,3.0,2.76,-2.0,1
45263.0,-0.21,5.0,-2.85,-1.38,0.67,0.48,0.58,1.0,0.55,1.0,1
45264.0,-0.88,1.0,1.96,-1.22,0.06,-0.4,1.54,5.0,1.82,0.0,1
45265.0,-0.63,-1.0,-0.54,-0.1,0.91,-0.36,0.76,4.0,4.68,-1.0,0
45266.0,-0.02,-3.0,-0.95,-1.32,0.5,0.08,0.14,1.0,2.52,0.0,1
45267.0,-0.01,-1.0,-0.56,-0.74,0.14,-0.31,0.72,1.0,-0.49,0.0,0
45268.0,-0.14,-1.0,-0.07,-1.0,0.78,0.57,0.7,3.0,-0.25,0.0,1
45269.0,-0.8,-1.0,0.17,-0.58,0.44,-0.3,1.24,3.0,0.03,0.0,0
45270.0,-0.65,-3.0,-0.58,-1.92,0.9,-0.2,0.92,5.0,-0.01,0.0,1
45271.0,-0.1,3.0,0.02,-0.72,0.66,0.59,1.06,2.0,2.59,-2.0,0
45272.0,-0.87,-3.0,1.46,-0.92,0.85,-0.68,0.52,5.0,-3.25,-2.0,1
45273.0,-0.63,5.0,0.01,-0.02,0.11,-0.09,1.88,3.0,2.66,0.0,0
