45099,-0.05,1,0.29,-1.06,0.75,-0.14,0.9,1,2.03,0,1,1,1,
45100,-0.86,5,-0.87,-0.06,0.79,-0.07,0.82,4,-2.2,0,0,0,1,
45101,0,3,-0.3,-0.42,0.26,-0.69,1.9,1,0.16,0,0,0,1,
45102,-0.49,-3,-1.43,-1.06,0.22,0.1,1.2,4,3.12,-2,1,1,1,
45103,-0.17,5,0.9,-0.18,0.25,0.71,0.24,1,-2.47,1,0,0,1,
45104,-0.25,5,-0.41,-0.96,0.16,-0.11,0.3,3,4.61,-2,1,1,1,
45105,-0.16,-3,-0.23,-0.7,0.75,-0.17,1.66,5,-2.56,0,0,0,1,
45106,-0.26,5,-0.1,-1.02,0.93,0.09,0.82,2,4.5,-2,1,1,1,
45107,-0.9,1,-0.15,-1.54,0.24,-0.03,1.86,3,0.76,-1,0,0,1,
45108,-0.89,5,0.07,-0.94,0.82,-0.48,1.92,4,1.11,0,0,0,1,
45109,-0.43,3,0.06,-1.3,0.22,-0.11,1.92,3,1.95,-1,0,0,1,
45110,-0.74,-1,-0.59,-1.28,0.33,0.97,0.82,1,-1.52,-1,1,1,1,
45111,-0.32,1,0.08,-0.94,1,-0.72,1.52,2,1.55,1,0,0,1,
45112,-0.68,1,-1.27,-0.7,0,-0.31,1.64,2,-4.18,1,0,0,1,
45113,-0.55,5,0.15,-1.24,0.8,-0.07,0.78,3,-1.2,1,1,1,1,
45114,-0.06,-1,-1.01,-1.62,0.86,0.06,0.64,2,1.17,0,1,1,1,
45115,-0.56,3,-0.68,-0.02,0.14,0.9,0.4,2,-0.18,-2,0,0,1,
45116,-0.99,-1,-0.9,-1.44,0.81,-0.51,0.92,1,-0.88,-2,1,1,1,
45117,-0.13,1,0.59,-1.6,0.59,0.59,1.02,3,-0.41,-1,1,1,1,
45118,-0.15,-3,0.83,-1.68,0.78,0.9,0.38,1,0.58,0,1,1,1,
45119,-0.54,5,-0.62,-1.9,0.27,-0.38,0.76,3,3.83,0,1,1,1,
45120,-0.95,5,0.74,-1.04,0.12,0.39,0.54,4,0.9,-1,1,1,1,
45121,-0.64,-1,-0.49,-0.08,0.76,0.02,1.8,3,0.48,-2,0,0,1,
45122,-0.46,5,0.55,-1.16,0.72,-0.33,0.04,4,3.87,1,1,1,1,
45123,-0.88,1,-1.13,-0.36,0.65,-0.31,1.42,3,1.8,1,0,0,1,
45124,-0.19,-3,1.09,-0.98,0.19,0.86,0.38,4,0.63,1,1,1,1,
45125,0,1,0.09,-0.64,0.72,-0.13,1.24,1,-0.56,1,0,0,1,
45126,-0.42,-3,0.34,-0.22,0.64,0.67,0.38,4,-0.45,-1,0,0,1,
45127,-0.14,3,1.89,-0.62,0.78,-0.69,0.64,3,-1.86,-1,0,0,1,
45128,-0.74,1,0.61,-1.84,0.84,0.7,1.88,5,2.47,0,1,0,0,
45129,-0.88,-1,0.68,-0.06,0.99,-0.82,0.12,3,0.28,1,0,0,1,
45130,-0.74,1,-1.02,-0.76,0.29,0.07,1.64,5,2.38,0,0,0,1,
45131,-0.47,3,-0.47,-0.76,0.97,-0.01,0.26,2,-0.04,-2,0,0,1,
45132,-0.54,-1,-0.43,-0.78,0.11,-0.43,1.82,3,1.95,0,0,0,1,
45133,-0.4,-3,-0.89,-1.64,0.15,-0.85,0.9,1,2.05,-1,1,1,1,
45134,-0.91,-1,0.05,-1.9,0.1,-0.6,1.64,4,-0.64,1,1,1,1,
45135,-0.42,-3,2.98,-1.62,0.65,-0.06,0.84,4,2.41,-2,1,1,1,
45136,-0.55,-3,-2.45,-1.72,0.14,0.02,0.5,4,-0.29,-2,1,1,1,
45137,-0.54,-1,0.47,-0.32,0.43,-0.38,1.44,4,-0.73,1,0,0,1,
45138,-0.85,1,1.68,-1.38,0.5,0.73,0.9,4,-4.19,-2,1,1,1,
45139,-0.13,-3,-1.67,-1.14,0.82,0.14,0.12,2,0.57,0,1,1,1,
45140,-0.83,-3,1.7,-0.6,0.3,-0.91,1.24,3,-2.38,-1,0,0,1,
45141,-0.61,5,0.93,-1.88,0.15,0.81,0.28,3,3.87,0,1,1,1,
45142,-0.27,3,-0.53,-1.34,0.48,-0.66,1.02,5,-0.48,0,0,1,0,
45143,-0.21,3,-0.84,-0.82,0.91,-0.4,0.42,1,2.34,-1,0,0,1,
45144,-0.28,3,-2.25,-0.26,0.22,0.33,0.28,1,2.32,1,0,0,1,
45145,-0.53,1,0.6,-1.18,0,0.22,1.26,1,1.3,1,1,1,1,
45146,-0.3,-3,-0.25,-1.48,0.58,-0.63,0.08,3,1.11,1,1,1,1,
45147,-0.38,3,-0.31,-1.58,0.91,-0.8,1.3,1,1.92,1,1,1,1,
45148,-0.81,-1,0.82,-0.9,0.62,-0.38,1.14,5,3.86,-1,0,1,0,
45149,-0.9,-1,-1.16,-1.92,0.95,0.63,1.06,4,-4.13,0,1,1,1,
45150,-0.1,-1,-0.17,-0.7,0.82,-0.14,1.18,1,-0.8,0,0,0,1,
45151,-0.97,3,0.12,-0.22,0.14,-0.23,0.58,4,2.52,0,0,0,1,
45152,-0.08,-1,-2.32,-1.08,0.34,0.06,0.88,4,-0.8,0,1,1,1,
45153,-0.05,3,-0.74,-1.74,0.2,-0.4,1.14,3,0.26,1,1,1,1,
45154,-0.08,-1,-2.16,-0.62,0.5,-0.26,0.32,1,-0.35,0,0,0,1,
45155,-0.86,1,-0.23,-1.3,0.17,-0.13,0.96,3,-0.47,-1,1,1,1,
45156,-0.79,5,-0.3,-1.96,0.72,-0.44,0.86,3,-2.81,1,1,1,1,
45157,-0.91,-3,0.26,-0.52,0.32,0.73,0.58,2,2.73,-1,0,0,1,
45158,-0.95,-1,-1.02,-0.26,0.07,-0.49,0.74,4,2.96,-1,0,0,1,
45159,-0.02,-3,-1.26,-0.78,0.98,0.06,0.22,1,3.39,1,0,0,1,
45160,-0.8,3,-0.86,-1.02,0.88,0.11,1.4,4,-0.1,-2,0,1,0,
45161,-0.24,1,-0.99,-0.06,0.79,-0.19,1.08,5,2.2,-2,0,0,1,
45162,-0.26,-3,0.99,-1.3,0.26,0.06,1.52,1,3.72,-2,1,0,0,
45163,-0.54,5,-0.24,-1.84,0.34,0,1.64,1,2.58,-2,1,1,1,
45164,-0.21,5,0.74,-0.08,0.75,0.24,0.5,5,2.38,-1,0,0,1,
45165,-0.44,-3,0.35,-1.36,0.45,-0.68,0.32,3,-1.04,0,1,1,1,
45166,-0.44,5,-0.43,-1.66,0.46,-0.25,1.92,3,0.04,-2,0,0,1,
45167,-0.5,5,-0.61,-1.8,0.13,0.26,0.52,1,0.07,-2,1,1,1,
45168,-0.17,-1,1.86,-0.76,0.8,-0.05,1.76,5,0.51,0,0,0,1,
45169,-0.38,3,-0.17,-0.08,0.4,0.5,1.34,2,-2.42,-1,0,0,1,
45170,-0.67,3,2.05,-1.46,0.41,-0.71,1.36,1,1.83,-2,1,1,1,
45171,-0.52,3,-1.38,-1.72,0.08,-0.91,1.72,2,4.95,-1,1,0,0,
45172,-0.76,-1,1.39,-0.7,0.61,0.94,0.04,4,2.42,-2,0,0,1,
45173,-0.32,3,-1.72,-1.94,0.4,-0.56,1.5,5,-1.04,0,1,1,1,
45174,-0.41,3,0.07,-1.6,0.71,0.95,0.42,4,3.23,-2,1,1,1,
45175,-0.77,3,-0.4,-0.38,0.88,0.27,1.32,5,-0.32,-2,0,0,1,
45176,-0.68,5,1.67,-1.24,0.8,-0.83,1.42,5,3.35,1,1,1,1,
45177,-0.78,3,1.14,-0.52,0.39,-0.62,1.96,1,-2,0,0,0,1,
45178,-0.09,-3,0.73,-1.36,0.51,0.56,0.66,1,3.72,-1,1,1,1,
45179,-0.06,1,0.58,-1.36,0.66,-0.6,0.4,1,-3.37,-1,1,1,1,
45180,-0.94,-3,1.2,-0.34,0.29,-0.44,0.86,1,2.15,0,0,0,1,
45181,-0.53,3,-0.6,-2,0.14,0.75,0.38,1,-0.29,0,1,1,1,
45182,-0.84,3,0.75,-0.12,0.79,0.45,1.32,5,2.38,0,0,0,1,
45183,-0.52,5,1.45,-1.82,0.21,-0.68,1.12,1,3.52,0,1,1,1,
45184,-0.77,-3,0.55,-1.3,0.06,-0.28,0.24,1,1.36,-1,1,1,1,
45185,-0.88,1,-0.47,-1.28,0.28,0.28,1.7,2,-1.08,0,1,0,0,
45186,-0.34,3,-0.79,-0.18,0.6,0.08,1.4,4,4.02,-1,0,0,1,
45187,-0.32,-3,-0.11,-1.28,0.08,-0.67,0.52,4,0.04,-2,1,1,1,
45188,-0.02,3,0.81,-0.7,0.42,-0.85,0.66,1,-1.41,-2,0,0,1,
45189,-0.47,-3,-0.4,-0.12,0.54,0.88,0.98,5,-0.29,-1,0,0,1,
45190,-0.94,-3,0.7,-0.32,0.39,-0.64,0.72,4,3.76,1,0,0,1,
45191,-0.45,3,-1.93,-0.22,0.78,-0.99,1.14,5,4.34,-1,0,0,1,
45192,-0.12,-1,1.24,-0.2,0.74,0.19,1.48,2,1.35,0,0,0,1,
45193,-0.67,5,-0.09,-0.9,0.77,0.1,1.56,1,1.86,0,0,0,1,
45194,-0.39,5,-1.37,-0.54,0.88,-0.74,1.66,2,1.87,1,0,0,1,
45195,-0.1,-3,2.15,-0.22,0.69,-0.48,0.08,2,1.25,-2,0,0,1,
45196,-0.3,-3,-0.66,-1.4,0.93,-0.86,0.34,1,-1.07,-2,1,1,1,
45197,-0.49,3,-1.87,-1.5,0.59,-0.98,1.98,3,3.5,-2,0,0,1,
45198,-0.54,-3,-0.68,-1.42,0.87,-0.01,1.36,5,-0.61,-2,1,1,1,
45199,-0.8,5,1.48,-0.74,0.08,-0.88,1.4,2,3.85,-1,0,0,1,
45200,-0.35,5,0.76,-0.84,0.15,-0.74,1.28,2,-1.56,-2,1,1,1,
45201,-0.06,3,-0.5,-1.2,0.19,-0.82,0.84,1,2.26,-2,1,1,1,
45202,-0.45,-1,-0.45,-1.94,0.75,-0.93,0.32,3,-0.68,-1,1,1,1,
45203,-0.5,3,-2.51,-1.36,0.22,-0.27,1.38,2,0.94,-2,0,1,0,
45204,-0.28,5,-0.66,-1.18,0.54,-0.31,0.16,1,0.82,0,1,1,1,
45205,-0.98,3,-0.07,-0.36,0.6,-0.9,0.08,4,3.05,-2,0,0,1,
45206,-0.96,3,0.83,-0.5,0.99,0.61,0.4,3,-1.2,-1,0,0,1,
45207,-0.88,3,1.02,-0.1,0.61,0.44,1.78,5,1.1,-1,0,0,1,
45208,-0.55,-3,0.43,-1.5,0.99,-0.13,0.44,4,2.73,0,1,1,1,
45209,-0.56,3,-1.28,-0.32,0.33,-0.15,1.42,2,2.41,-2,0,0,1,
45210,-0.47,3,1.51,-0.62,0.92,-0.34,0.92,2,5.16,1,0,0,1,
45211,-0.34,-3,1.22,-1.4,0.74,-0.14,0.46,1,3.61,0,1,1,1,
45212,-0.32,3,0.55,-0.36,0.22,0.7,1.86,4,2.59,1,0,0,1,
45213,-0.36,1,0.8,-0.98,0.16,0.33,1.26,5,-1.46,0,1,1,1,
45214,-0.61,-3,-0.1,-1.06,0.85,-0.48,1.58,2,1.89,-1,0,0,1,
45215,-0.94,1,2.28,-1.06,0.34,0.35,0.68,4,3.07,1,1,1,1,
45216,-0.16,3,-0.63,-0.52,0.85,0.26,0.66,1,3.37,0,0,0,1,
45217,-0.4,-3,-1.45,-1.2,0.36,0.76,0.68,3,-1.09,0,1,1,1,
45218,-0.67,1,-0.15,-1.96,0.76,-0.21,1.08,5,1.75,0,1,1,1,
45219,-0.27,1,0.82,-0.78,0.43,-0.64,0.08,2,1.94,-1,0,0,1,
45220,-0.67,1,0.08,-0.8,0.89,0.04,0.44,2,1.67,-2,0,0,1,
45221,-0.13,-3,-0.88,-0.44,0.43,-0.33,0.4,5,-0.22,0,0,0,1,
45222,-0.19,1,-0.75,-1,0.02,0.85,1.36,1,3.03,0,0,1,0,
45223,-0.14,-3,1.54,-0.5,0.59,-0.48,1.68,1,0.54,-1,0,0,1,
45224,-0.71,3,-0.2,-1.66,0.13,0.8,0.42,1,-0.67,1,1,1,1,
45225,-0.65,5,0.21,-1,0.27,0.84,1.82,4,1.36,-1,0,0,1,
45226,-0.38,-1,-1.3,-1.68,0.74,0.86,0.36,2,-0.6,-2,1,1,1,
45227,-0.27,1,0.52,-0.2,0.29,0.06,1.9,1,-0.16,0,0,0,1,
45228,-0.85,-1,0.26,-1.1,0.38,0.73,1.72,4,-3.75,-1,0,0,1,
45229,-0.92,-3,-0.31,-1.52,0.12,0.67,0.32,2,2.11,-1,1,1,1,
45230,-0.44,5,1.01,-1.38,0.59,0.42,0.2,1,2.7,-1,1,1,1,
45231,-0.96,3,0.04,-0.92,0.66,0.62,1.48,2,1.46,-1,0,0,1,
45232,-0.63,1,-0.14,-1.18,0.51,-0.56,0.48,2,-2.78,1,1,1,1,
45233,-0.43,1,1.55,-0.12,0.33,-0.73,0.76,1,-0.81,0,0,0,1,
45234,-0.72,1,0.3,-1.64,0.41,0.95,1.88,2,1.19,-1,0,0,1,
45235,-0.24,-1,-0.44,-1.66,0.91,0.52,0.82,3,-0.44,-1,1,1,1,
45236,-0.83,-3,0.76,-1.02,0.81,0.88,0.04,4,0.44,0,1,0,0,
45237,-0.57,1,-0.4,-1.26,0.51,-0.37,0.8,2,0.85,0,1,1,1,
45238,-0.84,1,-0.19,-0.76,0.61,0.8,1.56,3,2.91,-2,0,0,1,
45239,-0.34,1,-0.3,-0.42,0.21,0.65,1.1,4,0.11,-1,0,0,1,
45240,-0.66,-3,0.74,-1.56,0.86,-0.39,1.58,1,0.23,1,1,1,1,
45241,-0.56,3,2.1,-1.18,0.66,0.45,0.58,5,4.18,0,1,1,1,
45242,-0.92,5,0.08,-0.92,0.59,-0.88,0.88,5,0.79,-2,0,0,1,
45243,-0.14,-1,1.59,-1,0.32,0.97,0.38,2,-1.93,-2,1,1,1,
45244,-0.7,-3,0.12,-1.2,0.42,-0.95,1.56,1,1.43,0,0,0,1,
45245,-0.95,-1,0.43,-1.64,0.01,-0.93,1.72,2,-1.54,0,0,0,1,
45246,-0.98,-1,-0.46,-0.14,0.9,-0.26,0.4,2,2.88,-1,0,0,1,
45247,-0.62,3,-1.96,-1.7,0.95,-0.58,0.74,4,3.46,0,1,1,1,
45248,-0.78,1,-1.24,-2,0.37,-0.29,1.06,3,-0.44,1,1,1,1,
45249,-0.5,5,0.69,-1.84,0.72,-0.58,1.38,2,3.06,-1,1,1,1,
45250,-0.93,-1,-0.14,-1.12,0.6,-0.72,1.26,3,0.8,-1,0,1,0,
45251,-0.12,3,0.27,-0.48,0.73,0.1,0.34,1,0.95,-2,0,0,1,
45252,-0.49,-3,-1.36,-1.28,0.3,-0.88,1.96,3,-1.94,1,0,0,1,
45253,-0.81,1,-1.07,-1.16,0.66,0.08,0.5,1,0.53,1,1,1,1,
45254,-0.17,5,0.02,-1.64,0.73,0.06,1.68,5,-0.74,-1,1,0,0,
45255,-0.17,3,0.11,-0.02,0.48,0.96,0.2,1,1.31,1,0,0,1,
45256,-0.46,5,-0.47,-0.32,1,0.88,1.98,4,1.02,0,0,0,1,
45257,-0.2,5,0.65,-0.34,0.6,-0.51,1.04,5,-0.63,-2,0,0,1,
45258,-0.3,1,-0.51,-1.02,0.01,-0.24,0.98,2,2.18,-2,1,1,1,
45259,-0.01,1,0.34,-1.66,0.2,0.19,0.24,1,0.61,0,1,1,1,
45260,-0.35,5,0.79,-0.46,0.25,0.92,1.54,3,1.49,-1,0,0,1,
45261,-0.67,5,1.38,-1.26,0.6,-0.94,1.7,2,1.57,1,1,0,0,
45262,-0.45,-1,0.33,-1.38,0.17,-0.91,0.98,3,2.76,-2,1,1,1,
45263,-0.21,5,-2.85,-1.38,0.67,0.48,0.58,1,0.55,1,1,1,1,
45264,-0.88,1,1.96,-1.22,0.06,-0.4,1.54,5,1.82,0,1,0,0,
45265,-0.63,-1,-0.54,-0.1,0.91,-0.36,0.76,4,4.68,-1,0,0,1,
45266,-0.02,-3,-0.95,-1.32,0.5,0.08,0.14,1,2.52,0,1,1,1,
45267,-0.01,-1,-0.56,-0.74,0.14,-0.31,0.72,1,-0.49,0,0,0,1,
45268,-0.14,-1,-0.07,-1,0.78,0.57,0.7,3,-0.25,0,1,1,1,
45269,-0.8,-1,0.17,-0.58,0.44,-0.3,1.24,3,0.03,0,0,0,1,
45270,-0.65,-3,-0.58,-1.92,0.9,-0.2,0.92,5,-0.01,0,1,1,1,
45271,-0.1,3,0.02,-0.72,0.66,0.59,1.06,2,2.59,-2,0,0,1,
45272,-0.87,-3,1.46,-0.92,0.85,-0.68,0.52,5,-3.25,-2,1,0,0,
45273,-0.63,5,0.01,-0.02,0.11,-0.09,1.88,3,2.66,0,0,0,1,
45274,-1,-3,-0.13,-1.52,0.41,-0.99,1.68,1,6.38,-1,0,0,1,
45275,-0.42,1,-0.16,-1.28,0.09,-0.35,0.72,4,0.26,0,1,1,1,
45276,-0.94,1,-1.16,-1.82,0.71,0.35,1.76,1,-1.08,0,1,1,1,
45277,-0.68,1,0.8,-0.52,0.73,0.13,0.66,4,-0.01,1,0,0,1,
45278,-0.26,1,-0.83,-0.1,0.58,-0.87,0.5,3,0.74,-1,0,0,1,
45279,-0.06,-3,-0.78,-0.02,0.3,-0.57,1.82,5,4.13,-2,0,0,1,
45280,-0.41,-3,0.46,-1.96,0.5,-0.62,1.66,1,1.4,1,1,1,1,
45281,-0.82,3,-0.54,-1.56,0.38,-0.54,0.86,3,3.62,-1,1,1,1,
45282,-0.35,5,1.14,-0.82,0.27,0.28,0.56,4,3.57,-1,0,0,1,
45283,-0.01,3,2.22,-1.48,0.23,0.13,1.64,3,0.65,-1,0,0,1,
45284,-0.46,3,-0.52,-0.72,0.89,-0.29,0.92,5,-0.75,1,0,0,1,
45285,-0.05,3,0.74,-1.36,0.6,-0.08,1.4,2,1.57,0,1,1,1,
45286,-0.72,-1,0.26,-0.96,0.64,-0.49,0.9,3,3.19,-2,1,1,1,
45287,-0.52,-1,-0.12,-0.58,0.43,-0.87,0.54,5,1.86,0,0,0,1,
45288,-0.02,-3,0.02,-1.1,0.48,0.71,1.7,3,1.3,0,0,0,1,
45289,-0.71,5,0.94,-1.2,0.67,0.14,1.04,5,1.71,0,1,1,1,
45290,-0.9,1,-0.29,-1.78,0.96,0.34,1.28,3,0.38,1,1,1,1,
45291,-0.31,3,-0.51,-1.56,0.61,-0.81,1.04,3,-0.66,-1,1,1,1,
